ID,Timestamp (DD/MM/YY H:M:S),Tweet URL,Group,Collector,Category,Topic,Keywords,Account Handle,Account Name,Account Bio,Account Type,Joined (MM/YYYY),Following,Followers,Location,Context,Tweet,Tweet Translated,Tweet Type,Date Posted (DD/MM/YY H:M:S),Screenshot,Content Type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,"No. of Days since Philippines Joined the COVAX Facility (Jul 24, 2020)","No. of Days since FDA Approved the First COVID-19 Vaccine (Dec 11, 2020)","No. of Days since Arrival of First Batch of COVID-19 Vaccine Doses Committed by the COVAX Facility (Mar 04, 2021)","No. of Days since First Detected Cases of Omicron Variant in the Philippines (Aug 02, 2022)",Mentioned or Referenced COVID-19 Vaccine Brand,Mentioned or Referenced Other Vaccine/Drugs,Peddled Medical Adverse Side Effect,Distrust in Vaccine Development,"Racial, Religious, Cultural, Economic, or Socio-Political Keywords",Oppressive Keywords,Reviewer,Review
27-143,19/04/2023 8:46,https://twitter.com/KimIverest/status/1469292935854231555,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vax, deaths, injuries",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Economic,"@DickGordonDG @DOHgovph is lying! In US there are 19,000 vax deaths! In PH, @DOHgovph cover up is real. Investigate these and thousands more cases! @sofiatomacruz expose doh, fda, and many hospitals in vax deaths and vax injuries cases! @inquirerdotnet @maracepeda",,Reply,10/12/2021 21:08,,"Rational, Emotional",0,0,0,,,FAKE,"No deaths are proven to be linked to COVID-19 vaccines.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]","Even though the account has a text bio, the profile page does not contain enough information or photos that identify the account owner.",504,364,281,-235,None,None,"DEATH, OTHER AILMENT injuries",YES; Other Conspiracy,"Dick Gordon, DOH, Inquirer",None,,
27-144,19/04/2023 8:49,https://twitter.com/KimIverest/status/1477821087962759169,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vax, deaths, injuries",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Culture-based,Stop vax! It is killing people! Why inquirer is too quiet or dies not bother to report the true records of vax deaths and vaccine injuries? I thought your newd org is that good and reliable in bringing out true news!,,Reply,03/01/2022 9:56,,Emotional,0,0,0,,,FAKE,"No deaths are proven to be linked to COVID-19 vaccines.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]","Even though the account has a text bio, the profile page does not contain enough information or photos that identify the account owner.",528,388,305,-211,None,None,"DEATH, OTHER AILMENT injuries",YES; Other Conspiracy,Inquirer,None,,
27-145,19/04/2023 8:54,https://twitter.com/KimIverest/status/1481643514249506817,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","die, vaccines, deaths",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Economic,"Stop your idiocy. Even vaccinated gets covid & die. Do you know that there are more than 45,000 vax deaths & 948,000 vaccine injuries? Read CDC/FDA/VAERS reports. Your vaccines are not even vaccines. All if it are EXPERIMENTAL BIOLOGICAL AGENTS. Stop misinformation! Be a doctor!
",,Reply,13/01/2022 23:05,,"Rational, Emotional",4,0,0,,,FAKE,"No deaths are proven to be linked to COVID-19 vaccines.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]","Even though the account has a text bio, the profile page does not contain enough information or photos that identify the account owner.",538,398,315,-201,None,None,"DEATH, OTHER AILMENT injuries",YES; Other Conspiracy,FDA,idiocy,,
27-146,19/04/2023 8:56,https://twitter.com/KimIverest/status/1482063390290092032,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vax, disease, stop",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Health,Stop vax. Moderna vax causes liver disease. You shld know it.,,Reply,15/01/2022 2:53,,Rational,0,0,0,,,FAKE,"COVID-19 vaccines can cause side effects but are not serious or dangerous enough to cause fatality.

[https://www.hopkinsmedicine.org/health/conditions-and-diseases/coronavirus/covid-19-vaccines-myth-versus-fact]","Even though the account has a text bio, the profile page does not contain enough information or photos that identify the account owner.",540,400,317,-199,Moderna/Spikevax,None,OTHER AILMENT liver-disease,YES; Other Conspiracy,None,None,,
27-147,19/04/2023 9:00,https://twitter.com/KimIverest/status/1478646619281457154,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","fake, vaccine, experimental",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Economic,"You twist facts! 1) it is not a vaccine. It is an experimental biological agent! 2) top vaccinologists claim these ""fake vaccines"" dont prevent infection based on scientific studies: it does not work 100%. Its safety is even questioned re US-CDC report 45,000 vax desths & more!",,Reply,05/01/2022 16:36,,"Rational, Emotional",0,0,0,,,FAKE,"No deaths are proven to be linked to COVID-19 vaccines.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]","Even though the account has a text bio, the profile page does not contain enough information or photos that identify the account owner.",530,390,307,-209,None,None,"DEATH, INEFFICIENCY",YES; Vaccine Trials,US,None,,
27-148,19/04/2023 9:04,https://twitter.com/KimIverest/status/1478068803783180289,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vax, COVID, infect",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Socio-political,"Every politician is in panic mode now, weaponizing fear to advance the delusional concept of covid prevention thru vax --now even proven a failure. In germany 95% infected r vaccinated. In PGH, 60% covid cases r vaccinated. @MMDA is despotic with its current illegal order!",,Reply,04/01/2022 2:20,,Rational,0,0,0,,,FAKE,"Being fully-vaccinated doesn't mean you'll no longer get the virus. In fact, it is still possible for you to get positive although you'll only experience mild symptoms and it doesn;t imply that the vaccine is not effective.

[https://www.houstonmethodist.org/blog/articles/2021/aug/5-things-vaccinated-people-need-to-know-about-breakthrough-infection/#:~:text=In%20most%20cases%2C%20fully%20vaccinated,or%20experience%20only%20mild%20symptoms.]","Even though the account has a text bio, the profile page does not contain enough information or photos that identify the account owner.",529,389,306,-210,None,None,"INEFFICIENCY, COVID ITSELF",YES; Vaccine Trials,"PGH, Germany, MMDA",delusional,,
27-149,19/04/2023 9:14,https://twitter.com/KimIverest/status/1476603662201856000,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vax, delta, omicron",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Socio-political,"Your mom shld promote Dr. Peter McCollough early treatment protocols to STOP COVID. Vax doesnt prevent delta & omicron infections. Your mom cn reach Dr. Peter McCollough, fr Texas. He is too popular & can be reached thru US senate, US Sen. Ron Johnson, Steve Bannon. Stop COVID!",,Reply,31/12/2021 2:20,,Emotional,0,0,0,,,FAKE,"COVID-19 vaccines are tested and proven to prevent contracting the virus.  There is no guarantee that the individual will no longer be infected but the symptoms are mitigated. Vaccines do not contain the live virus that may cause COVID.

[https://www.nfid.org/infectious-diseases/frequently-asked-questions-about-covid-19-vaccines/]","Even though the account has a text bio, the profile page does not contain enough information or photos that identify the account owner.",525,385,302,-214,None,None,INEFFICIENCY,YES; Vaccine Trials,US,None,,
27-150,19/04/2023 10:06,https://twitter.com/k4ats/status/1490687795249442819,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vax, mamatay, tigl",@k4ats,klk,None,Anonymous,Dec-10,843,283,Philippines,Socio-political,Pakitanung po bkt ayw nila tigil ang Vax mandate kung sbi ng mga expert sa ibang bansa hindi daw ito maganda sa kalusugan. Kung para sa tao sila bkit ayw nla tigil? Pra sa Filipino? Hayaan b nla mamatay ang tao Basta sila parin nakaupo???,"Please ask why they don't want to stop the Vax mandate if experts in other countries say it is not good for health. If they are for people, why not stop? In Filipino? Let people die as long as they are still sitting???",Reply,07/02/2022 22:04,,Emotional,0,0,0,,,FALSE,"COVID-19 vaccines can cause side effects but are not serious or dangerous enough to cause degradation of health.

[https://www.hopkinsmedicine.org/health/conditions-and-diseases/coronavirus/covid-19-vaccines-myth-versus-fact]",The owner has no bio or other content that can identify their account's legitimacy.,563,423,340,-176,None,None,"DEATH, OTHER AILMENT health-degradation",YES; Other Conspiracy,None,None,,
27-151,19/04/2023 10:22,https://twitter.com/k4ats/status/1486333149097259008,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, delikado, namamatay",@k4ats,klk,None,Anonymous,Dec-10,843,283,Philippines,None,Bakit sila pumayag sa mandatory vaccine pea sa publiko kng sa ibang bansa Bawal na ito anu ang basehan nila na ligtas ang vaccine kng sa abroad Maraming namamatay dito? Bkt Kailangan my waiver kng Di delikado ang covid vaccine????,Why did they agree to the mandatory vaccine pea for the public while in other countries This is not allowed what is their basis that the vaccine is safe if many people already died abroad? Why is a waiver needed if the covid vaccine is not dangerous????,Reply,26/01/2022 21:40,,Emotional,0,0,0,,,FALSE,"No deaths are proven to be linked to COVID-19 vaccines.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]",The owner has no bio or other content that can identify their account's legitimacy.,551,411,328,-188,None,None,DEATH,YES; Other Conspiracy,ibang bansa,None,,
27-152,19/04/2023 11:07,https://twitter.com/k4ats/status/1490686441084502016,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, masama, itigil",@k4ats,klk,None,Anonymous,Dec-10,843,283,Philippines,None,Sana Matanong niyo to sa Lahat ng tumatakbo sabi ng mga expert itigil ang vaccine pero dito gusto niyo tuloy kahit masama sa kalusugan. Bakit Kailangan namin kayong iboto kung hindi niyo itigil ang vaccine. Kala namin para sa Filipino kayo???,"I hope you can ask everyone who is running for the elections, the experts say stop the vaccine, but here you still want it even if it is bad for your health. Why We need to vote for you if you don't stop the vaccine. When are we for the Filipinos???",Reply,07/02/2022 21:58,,Emotional,0,0,0,,,FALSE,"COVID-19 vaccines can cause side effects but are not serious or dangerous enough to cause degradation of health.

[https://www.hopkinsmedicine.org/health/conditions-and-diseases/coronavirus/covid-19-vaccines-myth-versus-fact]",The owner has no bio or other content that can identify their account's legitimacy.,563,423,340,-176,None,None,OTHER AILMENT health-degradation,YES; Other Conspiracy,Filipinos,None,,
27-153,19/04/2023 11:15,https://twitter.com/k4ats/status/1490683118486917120,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vax, not safe, COVID",@k4ats,klk,None,Anonymous,Dec-10,843,283,Philippines,Health,"I hope social media platform won't be biased, we are all affected by Vax mandate and it clearly shows that it is NOT SAFE and EFFECTIVE  as they want us all to believe. why would you guys suspend ordinary citizen's accnt? Why not the gov't?",,Text,07/02/2022 21:45,,Emotional,3,0,0,,,FALSE,"COVID-19 vaccines are tested and proven to prevent contracting the virus.  There is no guarantee that the individual will no longer be infected but the symptoms are mitigated.

[https://www.nfid.org/infectious-diseases/frequently-asked-questions-about-covid-19-vaccines/]",The owner has no bio or other content that can identify their account's legitimacy.,563,423,340,-176,None,None,INEFFICIENCY,YES; Vaccine Trials,None,None,,
27-154,19/04/2023 11:21,https://twitter.com/k4ats/status/1486089988026793984,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","pfizer, moderna, vaccines",@k4ats,klk,None,Anonymous,Dec-10,843,283,Philippines,Economic,BILL GATES PFIZER ASTRA MODERNA CEO'S NEED TO ANSWER TO THE PEOPLE ALL THE LIVES THEY TOOK THEY NEED TO PAY FOR IT DONT LET THEM GET AWAY WITH MURDER,,Reply,26/01/2022 5:33,,Emotional,0,0,0,,,FAKE,"The tweet is peddling the fake news that the vaccines of big pharmaceutical companies have caused deaths/murder. No deaths are proven to be linked to COVID-19 vaccines.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]",The owner has no bio or other content that can identify their account's legitimacy.,551,411,328,-188,Multiple,None,DEATH,YES; Other Conspiracy,Bill Gates,None,,
27-155,19/04/2023 11:39,https://twitter.com/k4ats/status/1484804948487401473,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, death, COVID",@k4ats,klk,None,Anonymous,Dec-10,843,283,Philippines,Socio-political,"All those so called criminals are thief, murderer, kidnapper and carnapper. What is the difference now between them and our POLITICIAN??? whom we voted and entrusted our country in. ???? THEY SHOULD BE HELD LIABLE FOR EVERY DEATH FROM VACCINE MANDATE",,Reply,22/01/2022 16:27,,Emotional,0,0,0,,,FALSE,"No deaths are proven to be linked to COVID-19 vaccines.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]",The owner has no bio or other content that can identify their account's legitimacy.,547,407,324,-192,None,None,DEATH,YES; Other Conspiracy,"our country, politician",criminals,,
